feature_id,feature_name_ru,value_type,value_id,value_ru,comment_ru,comment_en
K-7,Типы глагольного согласования,listed,K-7-4,Субъектное и субъектно-объектное,,
K-8,"Согласовательные категории, выражаемые причастием",not_stated,,,,
K-9,"Время, выражаемое причастием",not_stated,,,,
K-10,"Грамматические категории, выражаемые наречием",not_stated,,,,
K-11,"Согласовательные категории, выражаемые прилагательным",not_stated,,,,
K-12,Возможность кумулятивного выражения нескольких категорий в прилагательном,not_stated,,,,
K-13,Атрибутивное согласование прилагательных,not_stated,,,,
K-14,Типы атрибутивного согласования,listed,K-14-1,Атрибутивное согласование отсутствует,,
K-15,"Изменяемые грамматические категории, выражаемые существительным",listed,K-15-7,Падеж и число,,
K-16,Кумулятивное выражение нескольких категорий в существительном,listed,K-16-1,Отсутствует,,
K-17,Средства словоизменения,listed,K-17-2,Аффиксы,,
K-18,Модель словоформы,listed,K-18-1,Префиксально-суффиксальная,,
L-1,Способы словообразования,listed,L-1-18,"Конверсия, словосложение и аффиксация",,
L-2,"Аффиксы, участвующие в словообразовании",listed,L-2-3,Префиксы и суффиксы,,
L-3,Отношения между соединяемыми основами при сложении основ,listed,L-3-5,Аппозиция и подчинение,,
M-1,Стратегия кодирования глагольных актантов,listed,M-1-5,Эргативная,,
M-2,Фиксированность порядка слов,not_stated,,,,
M-3,Основной порядок слов в предложении,listed,M-3-2,SOV,,
M-4,Порядок определения и определяемого,listed,M-4-2,Определение следует за определямым,,
M-5,Опущение местоименного подлежащего в неэллиптических предложениях,listed,M-5-1,Возможно,,
N-1,Линейный порядок компонентов в сложном предложении,not_stated,,,,
N-2,Особенности подчиненного компонента в сложном предложении,not_stated,,,,
N-3,Оформления сказуемого в придаточном предложении,not_stated,,,,
N-4,Тип построения сложного предложения,listed,N-4-4,Сочинение и подчинение,,
N-5,Тип связи между элементами сложного предложения,listed,N-5-3,Союзная и бессоюзная,,
