feature_id,feature_name_ru,value_type,value_id,value_ru,comment_ru,comment_en
I-1,Способ выражения залоговых форм в глаголе,listed,I-1-1,Категория залога отсутствует,,
I-2,Возможность наложения нескольких залоговых форм,not_stated,,,,
I-3,Двойные залоговые формы,not_stated,,,,
I-4,Совпадение залоговых форм,not_stated,,,,
I-5,Основные временные противопоставления,listed,I-5-6,Настоящее-будущее и прошедшее,,
I-6,Выражение вида и времени,listed,I-6-2,Синкретическое,,
I-7,Способ выражения временных категорий,custom,,"Тип основы, аффиксы, служебный глагол, причастие, личные окончания и энклитические местоимения",,
I-8,Синкретическое выражение нескольких глагольных значений,listed,I-8-17,"Лицо, число, время, вид и модальность (наклонение)",,
I-9,Маркирование лица в глаголе в настоящем времени,listed,I-9-3,В единственном и множественном числе,,
I-10,Маркер переходности,custom,,Различные модели форм прошедших времен,,
J-1,Наличие местоименных слов,listed,J-1-11,Местоимения-существительные и местоимения-прилагательные,,
J-2,Способы выражения дейктических категорий,listed,J-2-1,Указательные местоимения,Других данных нет.,
J-3,"Служебные части речи, выражающие пространственную ориентацию действия",not_stated,,,,
J-4,"Знаменательные части речи, выражающие пространственную ориентацию действия",listed,J-4-4,Местоимения,Других данных нет.,
J-5,Морфологическое выражение определенности/неопределенности имени,listed,J-5-1,Отсутствует,,
J-6,"Части речи, выражающие определенность-неопределенность имени",listed,J-6-11,Послелоги и местоимения,,
J-7,Способы выражения форм вежливости,not_stated,,,,
J-8,Способы выражения отрицания,listed,J-8-3,Отрицательные частицы,,
J-9,Позиция показателя отрицания,not_stated,,,,
K-1,Склонение личных местоимений,not_stated,,,,
K-2,Типы артиклей,not_stated,,,,
K-3,Расположение артикля,not_stated,,,,
K-4,Постановка артикля в именной группе,not_stated,,,,
K-5,"Грамматические категории, выражаемые артиклем",not_stated,,,,
K-6,Количество типов спряжения глаголов,listed,K-6-3,Три типа спряжения,,
K-7,Типы глагольного согласования,not_stated,,,,
K-8,"Согласовательные категории, выражаемые причастием",not_stated,,,,
K-9,"Время, выражаемое причастием",listed,K-9-4,Прошедшее,,
K-10,"Грамматические категории, выражаемые наречием",not_stated,,,,
K-11,"Согласовательные категории, выражаемые прилагательным",listed,K-11-1,Отсутствуют,,
K-12,Возможность кумулятивного выражения нескольких категорий в прилагательном,not_stated,,,,
K-13,Атрибутивное согласование прилагательных,not_stated,,,,
K-14,Типы атрибутивного согласования,not_stated,,,,
K-15,"Изменяемые грамматические категории, выражаемые существительным",listed,K-15-8,Определенность и число,,
K-16,Кумулятивное выражение нескольких категорий в существительном,custom,,"Числа, лица посессора и определенности",,
K-17,Средства словоизменения,listed,K-17-2,Аффиксы,,
K-18,Модель словоформы,listed,K-18-1,Префиксально-суффиксальная,,
L-1,Способы словообразования,listed,L-1-6,Аффиксация,,
L-2,"Аффиксы, участвующие в словообразовании",listed,L-2-3,Префиксы и суффиксы,Других данных нет.,
L-3,Отношения между соединяемыми основами при сложении основ,not_stated,,,,
M-1,Стратегия кодирования глагольных актантов,not_stated,,,,
M-2,Фиксированность порядка слов,not_stated,,,,
M-3,Основной порядок слов в предложении,listed,M-3-2,SOV,Других данных нет.,
M-4,Порядок определения и определяемого,not_stated,,,,
M-5,Опущение местоименного подлежащего в неэллиптических предложениях,not_stated,,,,
N-1,Линейный порядок компонентов в сложном предложении,not_stated,,,,
N-2,Особенности подчиненного компонента в сложном предложении,not_stated,,,,
N-3,Оформления сказуемого в придаточном предложении,not_stated,,,,
N-4,Тип построения сложного предложения,not_stated,,,,
N-5,Тип связи между элементами сложного предложения,not_stated,,,,
_aux,,not_applicable,,,А.К.Зотова,
