feature_id,feature_name_ru,value_type,value_id,value_ru,comment_ru,comment_en
J-6,"Части речи, выражающие определенность-неопределенность имени",custom,,"Местоимения, местоименные наречия и частицы",,
J-7,Способы выражения форм вежливости,not_stated,,,,
J-8,Способы выражения отрицания,custom,,"Отрицательные местоимения, наречия и частицы",,
J-9,Позиция показателя отрицания,listed,J-9-3,Препозиция,,
K-1,Склонение личных местоимений,listed,K-1-3,Собственный тип склонения,,
K-2,Типы артиклей,listed,K-2-1,Артикли отсутствуют,,
K-3,Расположение артикля,not_stated,,,,
K-4,Постановка артикля в именной группе,not_stated,,,,
K-5,"Грамматические категории, выражаемые артиклем",not_stated,,,,
K-6,Количество типов спряжения глаголов,listed,K-6-1,Единый тип спряжения,,
K-7,Типы глагольного согласования,listed,K-7-2,Субъектное,,
K-8,"Согласовательные категории, выражаемые причастием",listed,K-8-7,"Род, число и падеж",,
K-9,"Время, выражаемое причастием",listed,K-9-6,Настоящее и прошедшее,,
K-10,"Грамматические категории, выражаемые наречием",listed,K-10-2,Степень сравнения,,
K-11,"Согласовательные категории, выражаемые прилагательным",custom,,"Одушевленность, род, число и падеж",,
K-12,Возможность кумулятивного выражения нескольких категорий в прилагательном,listed,K-12-7,"Рода, числа и падежа",,
K-13,Атрибутивное согласование прилагательных,listed,K-13-3,Только в препозиции,,
K-14,Типы атрибутивного согласования,listed,K-14-15,"По роду, числу и падежу",,
K-15,"Изменяемые грамматические категории, выражаемые существительным",listed,K-15-7,Падеж и число,,
K-16,Кумулятивное выражение нескольких категорий в существительном,custom,,"Рода, числа, падежа и одушевленности/неодушевленности",,
K-17,Средства словоизменения,listed,K-17-2,Аффиксы,,
K-18,Модель словоформы,listed,K-18-1,Префиксально-суффиксальная,,
L-1,Способы словообразования,listed,L-1-12,Аффиксация и словосложение,,
L-2,"Аффиксы, участвующие в словообразовании",listed,L-2-3,Префиксы и суффиксы,,
L-3,Отношения между соединяемыми основами при сложении основ,not_stated,,,,
M-1,Стратегия кодирования глагольных актантов,listed,M-1-3,Аккузативная,,
M-2,Фиксированность порядка слов,not_stated,,,,
M-3,Основной порядок слов в предложении,listed,M-3-1,SVO,,
M-4,Порядок определения и определяемого,listed,M-4-1,Определение предшествует определяемому,,
M-5,Опущение местоименного подлежащего в неэллиптических предложениях,listed,M-5-1,Возможно,,
N-1,Линейный порядок компонентов в сложном предложении,not_stated,,,,
N-2,Особенности подчиненного компонента в сложном предложении,not_stated,,,,
N-3,Оформления сказуемого в придаточном предложении,not_stated,,,,
N-4,Тип построения сложного предложения,listed,N-4-4,Сочинение и подчинение,,
N-5,Тип связи между элементами сложного предложения,listed,N-5-3,Союзная и бессоюзная,,
_aux,,not_applicable,,,А.К.Зотова / О.И.Романова,
